id,verse_id,recording_id,start,end
20,42007021,TK,172.540,181.020
21,42007022,TK,181.020,197.570
22,42007023,TK,197.570,202.240
23,42007024,TK,202.240,212.590
24,42007025,TK,212.590,223.820
25,42007026,TK,223.820,231.170
26,42007027,TK,231.170,240.200
27,42007028,TK,240.200,251.730
28,42007029,TK,251.730,258.180
29,42007030,TK,258.180,264.720
30,42007031,TK,264.720,271.450
31,42007032,TK,271.450,284.160
32,42007033,TK,284.160,291.840
33,42007034,TK,291.840,300.700
34,42007035,TK,300.700,304.730
35,42007036,TK,304.730,311.840
36,42007037,TK,311.840,321.450
37,42007038,TK,321.450,335.050
38,42007039,TK,335.050,348.340
39,42007040,TK,348.340,357.390
40,42007041,TK,357.390,364.600
41,42007042,TK,364.600,373.040
42,42007043,TK,373.040,381.790
43,42007044,TK,381.790,398.770
44,42007045,TK,398.770,406.640
45,42007046,TK,406.640,412.230
46,42007047,TK,412.230,422.840
47,42007048,TK,422.840,426.700
48,42007049,TK,426.700,433.300
49,42007050,TK,433.300,439.431
0,42008001,TK,0.450,10.800
1,42008002,TK,10.800,21.380
2,42008003,TK,21.380,32.290
3,42008004,TK,32.290,39.300
4,42008005,TK,39.300,50.660
5,42008006,TK,50.660,56.970
6,42008007,TK,56.970,63.400
7,42008008,TK,63.400,76.920
8,42008009,TK,76.920,82.080
9,42008010,TK,82.080,94.090
10,42008011,TK,94.090,99.320
11,42008012,TK,99.320,109.220
12,42008013,TK,109.220,120.750
13,42008014,TK,120.750,130.760
14,42008015,TK,130.760,140.730
15,42008016,TK,140.730,151.220
16,42008017,TK,151.220,159.560
17,42008018,TK,159.560,168.990
18,42008019,TK,168.990,176.670
19,42008020,TK,176.670,184.530
20,42008021,TK,184.530,193.860
21,42008022,TK,193.860,204.830
22,42008023,TK,204.830,213.310
23,42008024,TK,213.310,228.860
24,42008025,TK,228.860,244.080
25,42008026,TK,244.080,249.600
26,42008027,TK,249.600,264.240
27,42008028,TK,264.240,276.600
28,42008029,TK,276.600,291.240
29,42008030,TK,291.240,300.630
30,42008031,TK,300.630,305.240
31,42008032,TK,305.240,315.240
32,42008033,TK,315.240,324.120
33,42008034,TK,324.120,330.960
34,42008035,TK,330.960,344.050
35,42008036,TK,344.050,348.750
36,42008037,TK,348.750,359.820
37,42008038,TK,359.820,367.420
38,42008039,TK,367.420,377.280
39,42008040,TK,377.280,384.520
40,42008041,TK,384.520,396.120
41,42008042,TK,396.120,405.160
42,42008043,TK,405.160,413.940
43,42008044,TK,413.940,421.940
44,42008045,TK,421.940,435.910
45,42008046,TK,435.910,442.640
46,42008047,TK,442.640,454.150
47,42008048,TK,454.150,461.350
48,42008049,TK,461.350,470.500
49,42008050,TK,470.500,476.680
50,42008051,TK,476.680,485.420
51,42008052,TK,485.420,493.440
52,42008053,TK,493.440,496.820
53,42008054,TK,496.820,505.240
54,42008055,TK,505.240,511.800
55,42008056,TK,511.800,518.590
0,42009001,TK,0.300,9.790
1,42009002,TK,9.790,15.340
2,42009003,TK,15.340,26.590
3,42009004,TK,26.590,32.400
4,42009005,TK,32.400,42.440
5,42009006,TK,42.440,49.840
6,42009007,TK,49.840,59.500
7,42009008,TK,59.500,66.520
8,42009009,TK,66.520,76.780
9,42009010,TK,76.780,88.480
10,42009011,TK,88.480,99.280
11,42009012,TK,99.280,115.240
12,42009013,TK,115.240,129.410
13,42009014,TK,129.410,138.030
14,42009015,TK,138.030,141.660
15,42009016,TK,141.660,153.040
16,42009017,TK,153.040,160.800
17,42009018,TK,160.800,171.320
18,42009019,TK,171.320,180.340
19,42009020,TK,180.340,188.260
20,42009021,TK,188.260,192.180
21,42009022,TK,192.180,203.770
22,42009023,TK,203.770,213.660
23,42009024,TK,213.660,222.610
24,42009025,TK,222.610,229.320
25,42009026,TK,229.320,239.070
26,42009027,TK,239.070,249.040
27,42009028,TK,249.040,258.590
28,42009029,TK,258.590,266.520
29,42009030,TK,266.520,272.080
30,42009031,TK,272.080,278.760
31,42009032,TK,278.760,290.380
32,42009033,TK,290.380,307.880
33,42009034,TK,307.880,316.390
34,42009035,TK,316.390,323.890
35,42009036,TK,323.890,334.520
36,42009037,TK,334.520,341.770
37,42009038,TK,341.770,351.610
38,42009039,TK,351.610,361.500
39,42009040,TK,361.500,366.850
40,42009041,TK,366.850,377.010
41,42009042,TK,377.010,389.490
42,42009043,TK,389.490,398.960
43,42009044,TK,398.960,406.240
44,42009045,TK,406.240,416.270
45,42009046,TK,416.270,421.160
46,42009047,TK,421.160,428.330
47,42009048,TK,428.330,443.140
48,42009049,TK,443.140,454.070
49,42009050,TK,454.070,461.460
50,42009051,TK,461.460,469.600
51,42009052,TK,469.600,478.180
52,42009053,TK,478.180,484.100
53,42009054,TK,484.100,495.110
54,42009055,TK,495.110,501.070
55,42009056,TK,501.070,509.190
56,42009057,TK,509.190,516.730
57,42009058,TK,516.730,528.490
58,42009059,TK,528.490,537.400
59,42009060,TK,537.400,547.270
60,42009061,TK,547.270,555.530
61,42009062,TK,555.530,564.960
0,42010001,TK,0.300,10.970
1,42010002,TK,10.970,22.180
2,42010003,TK,22.180,27.610
3,42010004,TK,27.610,34.440
4,42010005,TK,34.440,39.630
5,42010006,TK,39.630,49.140
6,42010007,TK,49.140,60.420
7,42010008,TK,60.420,66.390
8,42010009,TK,66.390,73.300
9,42010010,TK,73.300,81.060
10,42010011,TK,81.060,91.880
11,42010012,TK,91.880,98.750
12,42010013,TK,98.750,111.240
13,42010014,TK,111.240,115.690
14,42010015,TK,115.690,121.230
15,42010016,TK,121.230,129.220
16,42010017,TK,129.220,136.890
17,42010018,TK,136.890,142.340
18,42010019,TK,142.340,152.380
19,42010020,TK,152.380,161.220
20,42010021,TK,161.220,178.700
21,42010022,TK,178.700,190.880
22,42010023,TK,190.880,197.110
23,42010024,TK,197.110,207.220
24,42010025,TK,207.220,216.920
25,42010026,TK,216.920,222.450
26,42010027,TK,222.450,236.290
27,42010028,TK,236.290,241.320
28,42010029,TK,241.320,247.230
29,42010030,TK,247.230,262.120
30,42010031,TK,262.120,268.890
31,42010032,TK,268.890,274.050
32,42010033,TK,274.050,280.450
33,42010034,TK,280.450,293.320
34,42010035,TK,293.320,307.400
35,42010036,TK,307.400,312.920
36,42010037,TK,312.920,321.560
37,42010038,TK,321.560,331.000
38,42010039,TK,331.000,338.700
39,42010040,TK,338.700,352.550
40,42010041,TK,352.550,359.570
41,42010042,TK,359.570,366.942
0,42011001,TK,0.300,15.390
1,42011002,TK,15.390,29.460
2,42011003,TK,29.460,33.610
3,42011004,TK,33.610,44.620
4,42011005,TK,44.620,54.030
5,42011006,TK,54.030,59.480
6,42011007,TK,59.480,71.440
7,42011008,TK,71.440,81.590
8,42011009,TK,81.590,91.320
9,42011010,TK,91.320,97.420
10,42011011,TK,97.420,106.690
11,42011012,TK,106.690,110.310
12,42011013,TK,110.310,121.060
13,42011014,TK,121.060,130.980
14,42011015,TK,130.980,137.290
15,42011016,TK,137.290,141.370
16,42011017,TK,141.370,151.430
17,42011018,TK,151.430,160.870
18,42011019,TK,160.870,169.730
19,42011020,TK,169.730,175.500
20,42011021,TK,175.500,181.780
21,42011022,TK,181.780,191.030
22,42011023,TK,191.030,196.280
23,42011024,TK,196.280,208.010
24,42011025,TK,208.010,211.560
25,42011026,TK,211.560,222.950
26,42011027,TK,222.950,234.060
27,42011028,TK,234.060,241.010
28,42011029,TK,241.010,252.980
29,42011030,TK,252.980,260.000
30,42011031,TK,260.000,273.710
31,42011032,TK,273.710,286.330
32,42011033,TK,286.330,296.280
33,42011034,TK,296.280,307.930
34,42011035,TK,307.930,311.420
35,42011036,TK,311.420,320.390
36,42011037,TK,320.390,328.730
37,42011038,TK,328.730,334.320
38,42011039,TK,334.320,344.610
39,42011040,TK,344.610,349.170
40,42011041,TK,349.170,355.230
41,42011042,TK,355.230,368.220
42,42011043,TK,368.220,375.920
43,42011044,TK,375.920,385.000
44,42011045,TK,385.000,391.660
45,42011046,TK,391.660,402.850
46,42011047,TK,402.850,409.490
47,42011048,TK,409.490,418.990
48,42011049,TK,418.990,427.510
49,42011050,TK,427.510,434.670
50,42011051,TK,434.670,446.080
51,42011052,TK,446.080,455.080
52,42011053,TK,455.080,463.540
53,42011054,TK,463.540,470.760
0,42012001,TK,0.150,13.110
1,42012002,TK,13.110,20.370
2,42012003,TK,20.370,30.520
3,42012004,TK,30.520,39.230
4,42012005,TK,39.230,50.730
5,42012006,TK,50.730,58.810
6,42012007,TK,58.810,66.750
7,42012008,TK,66.750,76.690
8,42012009,TK,76.690,82.720
9,42012010,TK,82.720,91.950
10,42012011,TK,91.950,100.950
11,42012012,TK,100.950,106.810
12,42012013,TK,106.810,114.160
13,42012014,TK,114.160,120.510
14,42012015,TK,120.510,130.560
15,42012016,TK,130.560,136.440
16,42012017,TK,136.440,143.250
17,42012018,TK,143.250,153.250
18,42012019,TK,153.250,163.310
19,42012020,TK,163.310,173.400
20,42012021,TK,173.400,178.020
21,42012022,TK,178.020,187.290
22,42012023,TK,187.290,191.730
23,42012024,TK,191.730,204.610
24,42012025,TK,204.610,209.840
25,42012026,TK,209.840,214.530
26,42012027,TK,214.530,225.780
27,42012028,TK,225.780,235.570
28,42012029,TK,235.570,240.690
29,42012030,TK,240.690,246.670
30,42012031,TK,246.670,251.940
31,42012032,TK,251.940,258.180
32,42012033,TK,258.180,272.130
33,42012034,TK,272.130,277.150
34,42012035,TK,277.150,281.740
35,42012036,TK,281.740,291.520
36,42012037,TK,291.520,302.940
37,42012038,TK,302.940,310.280
38,42012039,TK,310.280,320.680
39,42012040,TK,320.680,327.260
40,42012041,TK,327.260,333.780
41,42012042,TK,333.780,344.510
42,42012043,TK,344.510,349.940
43,42012044,TK,349.940,355.290
44,42012045,TK,355.290,366.280
45,42012046,TK,366.280,376.810
46,42012047,TK,376.810,385.780
47,42012048,TK,385.780,400.300
48,42012049,TK,400.300,404.960
49,42012050,TK,404.960,410.200
50,42012051,TK,410.200,417.490
51,42012052,TK,417.490,425.060
52,42012053,TK,425.060,437.910
53,42012054,TK,437.910,447.580
54,42012055,TK,447.580,451.400
55,42012056,TK,451.400,459.390
56,42012057,TK,459.390,462.630
57,42012058,TK,462.630,476.320
58,42012059,TK,476.320,481.880
0,42013001,TK,0.450,8.630
1,42013002,TK,8.630,18.040
2,42013003,TK,18.040,23.820
3,42013004,TK,23.820,34.620
4,42013005,TK,34.620,40.130
5,42013006,TK,40.130,49.500
6,42013007,TK,49.500,60.850
7,42013008,TK,60.850,69.400
8,42013009,TK,69.400,74.590
9,42013010,TK,74.590,78.090
10,42013011,TK,78.090,87.660
11,42013012,TK,87.660,95.340
12,42013013,TK,95.340,101.910
13,42013014,TK,101.910,117.390
14,42013015,TK,117.390,128.520
15,42013016,TK,128.520,139.000
16,42013017,TK,139.000,149.460
17,42013018,TK,149.460,155.960
18,42013019,TK,155.960,168.540
19,42013020,TK,168.540,172.520
20,42013021,TK,172.520,179.680
21,42013022,TK,179.680,185.820
22,42013023,TK,185.820,192.450
23,42013024,TK,192.450,200.860
24,42013025,TK,200.860,216.050
25,42013026,TK,216.050,222.830
26,42013027,TK,222.830,231.360
27,42013028,TK,231.360,242.700
28,42013029,TK,242.700,249.300
29,42013030,TK,249.300,255.910
30,42013031,TK,255.910,265.310
31,42013032,TK,265.310,276.850
32,42013033,TK,276.850,284.450
33,42013034,TK,284.450,300.540
34,42013035,TK,300.540,313.808
0,42014001,TK,0.150,9.750
1,42014002,TK,9.750,14.780
2,42014003,TK,14.780,22.490
3,42014004,TK,22.490,28.100
4,42014005,TK,28.100,38.210
5,42014006,TK,38.210,42.030
6,42014007,TK,42.030,50.470
7,42014008,TK,50.470,59.230
8,42014009,TK,59.230,68.270
9,42014010,TK,68.270,83.120
10,42014011,TK,83.120,89.320
11,42014012,TK,89.320,105.580
12,42014013,TK,105.580,111.970
13,42014014,TK,111.970,120.130
14,42014015,TK,120.130,128.290
15,42014016,TK,128.290,134.170
16,42014017,TK,134.170,142.510
17,42014018,TK,142.510,155.230
18,42014019,TK,155.230,165.310
19,42014020,TK,165.310,171.380
20,42014021,TK,171.380,187.830
21,42014022,TK,187.830,194.040
22,42014023,TK,194.040,202.460
23,42014024,TK,202.460,208.320
24,42014025,TK,208.320,213.430
25,42014026,TK,213.430,225.410
26,42014027,TK,225.410,231.310
27,42014028,TK,231.310,239.390
28,42014029,TK,239.390,246.710
29,42014030,TK,246.710,253.030
30,42014031,TK,253.030,265.720
31,42014032,TK,265.720,271.650
32,42014033,TK,271.650,278.750
33,42014034,TK,278.750,284.150
34,42014035,TK,284.150,292.140
0,42015001,TK,0.300,5.580
1,42015002,TK,5.580,12.920
2,42015003,TK,12.920,16.630
3,42015004,TK,16.630,28.330
4,42015005,TK,28.330,32.150
5,42015006,TK,32.150,42.090
6,42015007,TK,42.090,54.160
7,42015008,TK,54.160,63.960
8,42015009,TK,63.960,72.710
9,42015010,TK,72.710,79.770
10,42015011,TK,79.770,83.560
11,42015012,TK,83.560,92.650
12,42015013,TK,92.650,103.490
13,42015014,TK,103.490,112.330
14,42015015,TK,112.330,120.570
15,42015016,TK,120.570,128.260
16,42015017,TK,128.260,135.630
17,42015018,TK,135.630,143.440
18,42015019,TK,143.440,149.380
19,42015020,TK,149.380,163.180
20,42015021,TK,163.180,170.900
21,42015022,TK,170.900,181.430
22,42015023,TK,181.430,186.880
23,42015024,TK,186.880,195.240
24,42015025,TK,195.240,203.010
25,42015026,TK,203.010,208.770
26,42015027,TK,208.770,217.940
27,42015028,TK,217.940,224.440
28,42015029,TK,224.440,236.190
29,42015030,TK,236.190,244.840
30,42015031,TK,244.840,251.510
31,42015032,TK,251.510,260.450
0,42016001,TK,0.150,10.490
1,42016002,TK,10.490,20.700
2,42016003,TK,20.700,30.290
3,42016004,TK,30.290,36.550
4,42016005,TK,36.550,44.470
5,42016006,TK,44.470,52.800
6,42016007,TK,52.800,63.240
7,42016008,TK,63.240,74.020
8,42016009,TK,74.020,83.850
9,42016010,TK,83.850,91.750
10,42016011,TK,91.750,98.410
11,42016012,TK,98.410,104.200
12,42016013,TK,104.200,117.060
13,42016014,TK,117.060,122.920
14,42016015,TK,122.920,134.690
15,42016016,TK,134.690,141.960
16,42016017,TK,141.960,148.190
17,42016018,TK,148.190,156.110
18,42016019,TK,156.110,163.690
19,42016020,TK,163.690,168.580
20,42016021,TK,168.580,179.900
21,42016022,TK,179.900,189.700
22,42016023,TK,189.700,198.860
23,42016024,TK,198.860,213.600
24,42016025,TK,213.600,225.480
25,42016026,TK,225.480,237.590
26,42016027,TK,237.590,243.300
27,42016028,TK,243.300,251.130
28,42016029,TK,251.130,257.420
29,42016030,TK,257.420,264.580
30,42016031,TK,264.580,272.940
0,42017001,TK,0.000,8.440
1,42017002,TK,8.440,18.540
2,42017003,TK,18.540,27.510
3,42017004,TK,27.510,35.890
4,42017005,TK,35.890,39.960
5,42017006,TK,39.960,52.040
6,42017007,TK,52.040,60.160
7,42017008,TK,60.160,71.090
8,42017009,TK,71.090,77.140
9,42017010,TK,77.140,87.720
10,42017011,TK,87.720,94.570
11,42017012,TK,94.570,102.130
12,42017013,TK,102.130,107.830
13,42017014,TK,107.830,117.450
14,42017015,TK,117.450,123.780
15,42017016,TK,123.780,130.580
16,42017017,TK,130.580,136.920
17,42017018,TK,136.920,141.930
18,42017019,TK,141.930,147.730
19,42017020,TK,147.730,157.350
20,42017021,TK,157.350,165.040
21,42017022,TK,165.040,174.010
22,42017023,TK,174.010,181.060
23,42017024,TK,181.060,190.500
24,42017025,TK,190.500,195.590
25,42017026,TK,195.590,201.630
26,42017027,TK,201.630,213.090
27,42017028,TK,213.090,222.580
28,42017029,TK,222.580,229.970
29,42017030,TK,229.970,234.440
30,42017031,TK,234.440,246.350
31,42017032,TK,246.350,248.970
32,42017033,TK,248.970,256.760
33,42017034,TK,256.760,264.780
34,42017035,TK,264.780,271.470
35,42017036,TK,271.470,277.280
36,42017037,TK,277.280,286.260
0,42018001,TK,0.150,6.530
1,42018002,TK,6.530,14.620
2,42018003,TK,14.620,22.060
3,42018004,TK,22.060,30.790
4,42018005,TK,30.790,38.970
5,42018006,TK,38.970,43.810
6,42018007,TK,43.810,52.750
7,42018008,TK,52.750,62.840
8,42018009,TK,62.840,71.060
9,42018010,TK,71.060,78.040
10,42018011,TK,78.040,92.140
11,42018012,TK,92.140,96.400
12,42018013,TK,96.400,109.020
13,42018014,TK,109.020,121.630
14,42018015,TK,121.630,128.560
15,42018016,TK,128.560,139.640
16,42018017,TK,139.640,146.790
17,42018018,TK,146.790,154.600
18,42018019,TK,154.600,161.780
19,42018020,TK,161.780,171.510
20,42018021,TK,171.510,175.760
21,42018022,TK,175.760,188.890
22,42018023,TK,188.890,194.210
23,42018024,TK,194.210,202.970
24,42018025,TK,202.970,210.980
25,42018026,TK,210.980,214.880
26,42018027,TK,214.880,219.770
27,42018028,TK,219.770,225.390
28,42018029,TK,225.390,237.500
29,42018030,TK,237.500,243.910
30,42018031,TK,243.910,254.540
31,42018032,TK,254.540,260.890
32,42018033,TK,260.890,266.190
33,42018034,TK,266.190,273.400
34,42018035,TK,273.400,279.630
35,42018036,TK,279.630,284.550
36,42018037,TK,284.550,288.140
37,42018038,TK,288.140,292.330
38,42018039,TK,292.330,300.710
39,42018040,TK,300.710,307.374
40,42018041,TK,307.374,313.690
41,42018042,TK,313.690,319.600
42,42018043,TK,319.600,328.370
0,42019001,TK,0.300,2.800
1,42019002,TK,2.800,10.070
2,42019003,TK,10.070,17.100
3,42019004,TK,17.100,24.680
4,42019005,TK,24.680,36.540
5,42019006,TK,36.540,40.650
6,42019007,TK,40.650,46.890
7,42019008,TK,46.890,59.520
8,42019009,TK,59.520,67.660
9,42019010,TK,67.660,72.490
10,42019011,TK,72.490,84.000
11,42019012,TK,84.000,92.210
12,42019013,TK,92.210,100.830
13,42019014,TK,100.830,109.710
14,42019015,TK,109.710,122.010
15,42019016,TK,122.010,127.860
16,42019017,TK,127.860,136.430
17,42019018,TK,136.430,141.760
18,42019019,TK,141.760,145.740
19,42019020,TK,145.740,153.140
20,42019021,TK,153.140,161.620
21,42019022,TK,161.620,173.750
22,42019023,TK,173.750,180.860
23,42019024,TK,180.860,187.840
24,42019025,TK,187.840,191.210
25,42019026,TK,191.210,199.340
26,42019027,TK,199.340,208.000
27,42019028,TK,208.000,212.460
28,42019029,TK,212.460,219.491
29,42019030,TK,219.491,231.810
30,42019031,TK,231.810,239.610
31,42019032,TK,239.610,244.140
32,42019033,TK,244.140,250.490
33,42019034,TK,250.490,254.320
34,42019035,TK,254.320,262.340
35,42019036,TK,262.340,267.260
36,42019037,TK,267.260,278.580
37,42019038,TK,278.580,287.370
38,42019039,TK,287.370,294.690
39,42019040,TK,294.690,302.190
40,42019041,TK,302.190,306.720
41,42019042,TK,306.720,316.670
42,42019043,TK,316.670,326.870
43,42019044,TK,326.870,337.580
44,42019045,TK,337.580,343.200
45,42019046,TK,343.200,352.010
46,42019047,TK,352.010,361.070
47,42019048,TK,361.070,367.080
0,42020001,TK,0.150,10.830
1,42020002,TK,10.830,20.520
2,42020003,TK,20.520,27.210
3,42020004,TK,27.210,31.610
4,42020005,TK,31.610,39.890
5,42020006,TK,39.890,48.310
6,42020007,TK,48.310,50.980
7,42020008,TK,50.980,57.010
8,42020009,TK,57.010,67.910
9,42020010,TK,67.910,78.990
10,42020011,TK,78.990,86.570
11,42020012,TK,86.570,91.760
12,42020013,TK,91.760,100.200
13,42020014,TK,100.200,110.930
14,42020015,TK,110.930,117.890
15,42020016,TK,117.890,126.430
16,42020017,TK,126.430,137.160
17,42020018,TK,137.160,144.370
18,42020019,TK,144.370,155.890
19,42020020,TK,155.890,167.480
20,42020021,TK,167.480,178.320
21,42020022,TK,178.320,181.700
22,42020023,TK,181.700,187.570
23,42020024,TK,187.570,195.160
24,42020025,TK,195.160,201.420
25,42020026,TK,201.420,209.450
26,42020027,TK,209.450,215.602
27,42020028,TK,215.602,230.460
28,42020029,TK,230.460,235.270
29,42020030,TK,235.270,239.150
30,42020031,TK,239.150,246.230
31,42020032,TK,246.230,248.940
32,42020033,TK,248.940,255.400
33,42020034,TK,255.400,262.440
34,42020035,TK,262.440,270.700
35,42020036,TK,270.700,278.750
36,42020037,TK,278.750,288.120
37,42020038,TK,288.120,293.620
38,42020039,TK,293.620,298.520
39,42020040,TK,298.520,301.940
40,42020041,TK,301.940,306.490
41,42020042,TK,306.490,313.100
42,42020043,TK,313.100,316.500
43,42020044,TK,316.500,320.850
44,42020045,TK,320.850,324.760
45,42020046,TK,324.760,336.710
46,42020047,TK,336.710,344.820
0,42021001,TK,0.150,6.300
1,42021002,TK,6.300,10.470
2,42021003,TK,10.470,17.180
3,42021004,TK,17.180,27.230
4,42021005,TK,27.230,33.590
5,42021006,TK,33.590,41.430
6,42021007,TK,41.430,49.780
7,42021008,TK,49.780,62.080
8,42021009,TK,62.080,70.830
9,42021010,TK,70.830,76.860
10,42021011,TK,76.860,84.320
11,42021012,TK,84.320,96.870
12,42021013,TK,96.870,99.330
13,42021014,TK,99.330,103.530
14,42021015,TK,103.530,112.080
15,42021016,TK,112.080,118.600
16,42021017,TK,118.600,121.910
17,42021018,TK,121.910,125.480
18,42021019,TK,125.480,130.270
19,42021020,TK,130.270,137.390
20,42021021,TK,137.390,146.380
21,42021022,TK,146.380,151.730
22,42021023,TK,151.730,160.840
23,42021024,TK,160.840,171.300
24,42021025,TK,171.300,179.240
25,42021026,TK,179.240,187.370
26,42021027,TK,187.370,193.460
27,42021028,TK,193.460,202.230
28,42021029,TK,202.230,206.890
29,42021030,TK,206.890,212.910
30,42021031,TK,212.910,219.540
31,42021032,TK,219.540,225.210
32,42021033,TK,225.210,230.400
33,42021034,TK,230.400,241.210
34,42021035,TK,241.210,246.580
35,42021036,TK,246.580,256.340
36,42021037,TK,256.340,263.730
37,42021038,TK,263.730,268.290
0,42022001,TK,0.150,4.130
1,42022002,TK,4.130,10.610
2,42022003,TK,10.610,17.370
3,42022004,TK,17.370,24.060
4,42022005,TK,24.060,27.870
5,42022006,TK,27.870,34.200
6,42022007,TK,34.200,39.180
7,42022008,TK,39.180,46.430
8,42022009,TK,46.430,49.830
9,42022010,TK,49.830,61.820
10,42022011,TK,61.820,70.760
11,42022012,TK,70.760,76.780
12,42022013,TK,76.780,82.580
13,42022014,TK,82.580,87.860
14,42022015,TK,87.860,95.230
15,42022016,TK,95.230,101.430
16,42022017,TK,101.430,108.310
17,42022018,TK,108.310,114.920
18,42022019,TK,114.920,126.170
19,42022020,TK,126.170,135.440
20,42022021,TK,135.440,140.470
21,42022022,TK,140.470,147.900
22,42022023,TK,147.900,155.510
23,42022024,TK,155.510,160.260
24,42022025,TK,160.260,168.060
25,42022026,TK,168.060,176.050
26,42022027,TK,176.050,183.990
27,42022028,TK,183.990,188.210
28,42022029,TK,188.210,192.950
29,42022030,TK,192.950,201.670
30,42022031,TK,201.670,211.240
31,42022032,TK,211.240,219.420
32,42022033,TK,219.420,226.290
33,42022034,TK,226.290,234.480
34,42022035,TK,234.480,244.020
35,42022036,TK,244.020,254.670
36,42022037,TK,254.670,264.120
37,42022038,TK,264.120,271.410
38,42022039,TK,271.410,278.680
39,42022040,TK,278.680,284.890
40,42022041,TK,284.890,290.100
41,42022042,TK,290.100,300.140
42,42022043,TK,300.140,303.560
43,42022044,TK,303.560,312.700
44,42022045,TK,312.700,319.410
45,42022046,TK,319.410,326.490
46,42022047,TK,326.490,335.980
47,42022048,TK,335.980,341.800
48,42022049,TK,341.800,348.470
49,42022050,TK,348.470,355.270
50,42022051,TK,355.270,362.200
51,42022052,TK,362.200,371.830
52,42022053,TK,371.830,381.490
53,42022054,TK,381.490,389.980
54,42022055,TK,389.980,397.070
55,42022056,TK,397.070,405.600
56,42022057,TK,405.600,409.850
57,42022058,TK,409.850,418.370
58,42022059,TK,418.370,428.540
59,42022060,TK,428.540,437.420
60,42022061,TK,437.420,449.050
61,42022062,TK,449.050,453.170
62,42022063,TK,453.170,457.740
63,42022064,TK,457.740,466.880
64,42022065,TK,466.880,469.980
65,42022066,TK,469.980,479.360
66,42022067,TK,479.360,487.130
67,42022068,TK,487.130,491.910
68,42022069,TK,491.910,497.240
69,42022070,TK,497.240,505.780
70,42022071,TK,505.780,512.350
0,42023001,TK,0.300,5.480
1,42023002,TK,5.480,16.740
2,42023003,TK,16.740,25.990
3,42023004,TK,25.990,32.690
4,42023005,TK,32.690,42.210
5,42023006,TK,42.210,48.150
6,42023007,TK,48.150,57.730
7,42023008,TK,57.730,69.640
8,42023009,TK,69.640,75.170
9,42023010,TK,75.170,80.380
10,42023011,TK,80.380,90.830
11,42023012,TK,90.830,99.670
12,42023013,TK,99.670,104.050
13,42023014,TK,104.050,118.570
14,42023015,TK,118.570,126.340
15,42023016,TK,126.340,128.930
16,42023017,TK,128.930,132.610
17,42023018,TK,132.610,139.290
18,42023019,TK,139.290,145.670
19,42023020,TK,145.670,150.320
20,42023021,TK,150.320,155.450
21,42023022,TK,155.450,165.460
22,42023023,TK,165.460,173.180
23,42023024,TK,173.180,176.620
24,42023025,TK,176.620,186.120
25,42023026,TK,186.120,195.930
26,42023027,TK,195.930,202.590
27,42023028,TK,202.590,212.860
28,42023029,TK,212.860,223.810
29,42023030,TK,223.810,231.000
30,42023031,TK,231.000,236.330
31,42023032,TK,236.330,240.210
32,42023033,TK,240.210,249.620
33,42023034,TK,249.620,258.800
34,42023035,TK,258.800,270.820
35,42023036,TK,270.820,275.800
36,42023037,TK,275.800,281.350
37,42023038,TK,281.350,290.430
38,42023039,TK,290.430,298.390
39,42023040,TK,298.390,306.070
40,42023041,TK,306.070,313.420
41,42023042,TK,313.420,318.810
42,42023043,TK,318.810,325.500
43,42023044,TK,325.500,331.550
44,42023045,TK,331.550,336.400
45,42023046,TK,336.400,346.570
46,42023047,TK,346.570,354.630
47,42023048,TK,354.630,363.300
48,42023049,TK,363.300,371.910
49,42023050,TK,371.910,378.210
50,42023051,TK,378.210,388.360
51,42023052,TK,388.360,392.560
52,42023053,TK,392.560,401.810
53,42023054,TK,401.810,405.660
54,42023055,TK,405.660,415.990
55,42023056,TK,415.990,419.970
0,42024001,TK,0.300,13.080
1,42024002,TK,13.080,16.600
2,42024003,TK,16.600,20.550
3,42024004,TK,20.550,28.850
4,42024005,TK,28.850,38.230
5,42024006,TK,38.230,45.600
6,42024007,TK,45.600,54.680
7,42024008,TK,54.680,57.020
8,42024009,TK,57.020,63.330
9,42024010,TK,63.330,72.560
10,42024011,TK,72.560,78.940
11,42024012,TK,78.940,90.970
12,42024013,TK,90.970,101.120
13,42024014,TK,101.120,105.580
14,42024015,TK,105.580,113.110
15,42024016,TK,113.110,117.420
16,42024017,TK,117.420,125.770
17,42024018,TK,125.770,136.680
18,42024019,TK,136.680,148.400
19,42024020,TK,148.400,155.290
20,42024021,TK,155.290,165.910
21,42024022,TK,165.910,172.570
22,42024023,TK,172.570,179.570
23,42024024,TK,179.570,187.030
24,42024025,TK,187.030,195.690
25,42024026,TK,195.690,201.090
26,42024027,TK,201.090,209.050
27,42024028,TK,209.050,215.330
28,42024029,TK,215.330,225.960
29,42024030,TK,225.960,234.470
30,42024031,TK,234.470,242.110
31,42024032,TK,242.110,252.140
32,42024033,TK,252.140,259.970
33,42024034,TK,259.970,264.590
34,42024035,TK,264.590,270.410
35,42024036,TK,270.410,279.440
36,42024037,TK,279.440,283.530
37,42024038,TK,283.530,290.940
38,42024039,TK,290.940,302.820
39,42024040,TK,302.820,307.270
40,42024041,TK,307.270,314.440
41,42024042,TK,314.440,319.110
42,42024043,TK,319.110,322.340
43,42024044,TK,322.340,334.840
44,42024045,TK,334.840,339.110
45,42024046,TK,339.110,346.950
